 #as colunas representam na ordem:
 # x(t)             y(t)             vx(t)           vy(t)             t
  -48.0000000      -60.4000053       5.00000000       13.0000000       332.397217    
  -46.0000000      -55.2000046       5.00000000       13.0000000       332.797211    
  -44.0000000      -50.0000038       5.00000000       13.0000000       333.197205    
  -42.0000000      -44.8000031       5.00000000       13.0000000       333.597198    
  -40.0000000      -39.6000023       5.00000000       13.0000000       333.997192    
  -38.0000000      -34.4000015       5.00000000       13.0000000       334.397186    
  -36.0000000      -29.2000008       5.00000000       13.0000000       334.797180    
  -34.0000000      -24.0000000       5.00000000       13.0000000       335.197174    
  -32.0000000      -18.7999992       5.00000000       13.0000000       335.597168    
  -30.0000000      -13.5999985       5.00000000       13.0000000       335.997162    
  -28.0000000      -8.39999771       5.00000000       13.0000000       336.397156    
  -26.0000000      -3.19999743       5.00000000       13.0000000       336.797150    
  -24.0000000       2.00000286       5.00000000       13.0000000       337.197144    
  -22.0000000       7.20000315       5.00000000       13.0000000       337.597137    
  -20.0000000       12.4000034       5.00000000       13.0000000       337.997131    
  -18.0000000       17.6000042       5.00000000       13.0000000       338.397125    
  -16.0000000       22.8000050       5.00000000       13.0000000       338.797119    
  -14.0000000       28.0000057       5.00000000       13.0000000       339.197113    
  -12.0000000       33.2000046       5.00000000       13.0000000       339.597107    
  -10.0000000       38.4000053       5.00000000       13.0000000       339.997101    
  -8.00000000       43.6000061       5.00000000       13.0000000       340.397095    
  -6.00000000       48.8000069       5.00000000       13.0000000       340.797089    
  -4.00000000       54.0000076       5.00000000       13.0000000       341.197083    
  -2.00000000       59.2000084       5.00000000       13.0000000       341.597076    
   0.00000000       64.4000092       5.00000000       13.0000000       341.997070    
   2.00000000       69.6000061       5.00000000       13.0000000       342.397064    
   4.00000000       74.8000031       5.00000000       13.0000000       342.797058    
   6.00000000       80.0000000       5.00000000       13.0000000       343.197052    
   8.00000000       85.1999969       5.00000000       13.0000000       343.597046    
   10.0000000       90.3999939       5.00000000       13.0000000       343.997040    
   12.0000000       95.5999908       5.00000000       13.0000000       344.397034    
   14.0000000       100.799988       5.00000000      -13.0000000       344.797028    
   16.0000000       95.5999908       5.00000000      -13.0000000       345.197021    
   18.0000000       90.3999939       5.00000000      -13.0000000       345.597015    
   20.0000000       85.1999969       5.00000000      -13.0000000       345.997009    
   22.0000000       80.0000000       5.00000000      -13.0000000       346.397003    
   24.0000000       74.8000031       5.00000000      -13.0000000       346.796997    
   26.0000000       69.6000061       5.00000000      -13.0000000       347.196991    
   28.0000000       64.4000092       5.00000000      -13.0000000       347.596985    
   30.0000000       59.2000084       5.00000000      -13.0000000       347.996979    
   32.0000000       54.0000076       5.00000000      -13.0000000       348.396973    
   34.0000000       48.8000069       5.00000000      -13.0000000       348.796967    
   36.0000000       43.6000061       5.00000000      -13.0000000       349.196960    
   38.0000000       38.4000053       5.00000000      -13.0000000       349.596954    
   40.0000000       33.2000046       5.00000000      -13.0000000       349.996948    
   42.0000000       28.0000038       5.00000000      -13.0000000       350.396942    
   44.0000000       22.8000031       5.00000000      -13.0000000       350.796936    
   46.0000000       17.6000023       5.00000000      -13.0000000       351.196930    
   48.0000000       12.4000015       5.00000000      -13.0000000       351.596924    
   50.0000000       7.20000124       5.00000000      -13.0000000       351.996918    
   52.0000000       2.00000095       5.00000000      -13.0000000       352.396912    
   54.0000000      -3.19999933       5.00000000      -13.0000000       352.796906    
   56.0000000      -8.39999962       5.00000000      -13.0000000       353.196899    
   58.0000000      -13.6000004       5.00000000      -13.0000000       353.596893    
   60.0000000      -18.8000011       5.00000000      -13.0000000       353.996887    
   62.0000000      -24.0000019       5.00000000      -13.0000000       354.396881    
   64.0000000      -29.2000027       5.00000000      -13.0000000       354.796875    
   66.0000000      -34.4000015       5.00000000      -13.0000000       355.196869    
   68.0000000      -39.6000023       5.00000000      -13.0000000       355.596863    
   70.0000000      -44.8000031       5.00000000      -13.0000000       355.996857    
   72.0000000      -50.0000038       5.00000000      -13.0000000       356.396851    
   74.0000000      -55.2000046       5.00000000      -13.0000000       356.796844    
   76.0000000      -60.4000053       5.00000000      -13.0000000       357.196838    
   78.0000000      -65.6000061       5.00000000      -13.0000000       357.596832    
   80.0000000      -70.8000031       5.00000000      -13.0000000       357.996826    
   82.0000000      -76.0000000       5.00000000      -13.0000000       358.396820    
   84.0000000      -81.1999969       5.00000000      -13.0000000       358.796814    
   86.0000000      -86.3999939       5.00000000      -13.0000000       359.196808    
   88.0000000      -91.5999908       5.00000000      -13.0000000       359.596802    
   90.0000000      -96.7999878       5.00000000      -13.0000000       359.996796    
   92.0000000      -101.999985       5.00000000       13.0000000       360.396790    
   94.0000000      -96.7999878       5.00000000       13.0000000       360.796783    
   96.0000000      -91.5999908       5.00000000       13.0000000       361.196777    
   98.0000000      -86.3999939       5.00000000       13.0000000       361.596771    
   100.000000      -81.1999969      -5.00000000       13.0000000       361.996765    
   98.0000000      -76.0000000      -5.00000000       13.0000000       362.396759    
   96.0000000      -70.8000031      -5.00000000       13.0000000       362.796753    
   94.0000000      -65.6000061      -5.00000000       13.0000000       363.196747    
   92.0000000      -60.4000053      -5.00000000       13.0000000       363.596741    
   90.0000000      -55.2000046      -5.00000000       13.0000000       363.996735    
   88.0000000      -50.0000038      -5.00000000       13.0000000       364.396729    
   86.0000000      -44.8000031      -5.00000000       13.0000000       364.796722    
   84.0000000      -39.6000023      -5.00000000       13.0000000       365.196716    
   82.0000000      -34.4000015      -5.00000000       13.0000000       365.596710    
   80.0000000      -29.2000008      -5.00000000       13.0000000       365.996704    
   78.0000000      -24.0000000      -5.00000000       13.0000000       366.396698    
   76.0000000      -18.7999992      -5.00000000       13.0000000       366.796692    
   74.0000000      -13.5999985      -5.00000000       13.0000000       367.196686    
   72.0000000      -8.39999771      -5.00000000       13.0000000       367.596680    
   70.0000000      -3.19999743      -5.00000000       13.0000000       367.996674    
   68.0000000       2.00000286      -5.00000000       13.0000000       368.396667    
   66.0000000       7.20000315      -5.00000000       13.0000000       368.796661    
   64.0000000       12.4000034      -5.00000000       13.0000000       369.196655    
   62.0000000       17.6000042      -5.00000000       13.0000000       369.596649    
   60.0000000       22.8000050      -5.00000000       13.0000000       369.996643    
   58.0000000       28.0000057      -5.00000000       13.0000000       370.396637    
   56.0000000       33.2000046      -5.00000000       13.0000000       370.796631    
   54.0000000       38.4000053      -5.00000000       13.0000000       371.196625    
   52.0000000       43.6000061      -5.00000000       13.0000000       371.596619    
   50.0000000       48.8000069      -5.00000000       13.0000000       371.996613    
   48.0000000       54.0000076      -5.00000000       13.0000000       372.396606    
   46.0000000       59.2000084      -5.00000000       13.0000000       372.796600    
   44.0000000       64.4000092      -5.00000000       13.0000000       373.196594    
   42.0000000       69.6000061      -5.00000000       13.0000000       373.596588    
   40.0000000       74.8000031      -5.00000000       13.0000000       373.996582    
   38.0000000       80.0000000      -5.00000000       13.0000000       374.396576    
   36.0000000       85.1999969      -5.00000000       13.0000000       374.796570    
   34.0000000       90.3999939      -5.00000000       13.0000000       375.196564    
   32.0000000       95.5999908      -5.00000000       13.0000000       375.596558    
   30.0000000       100.799988      -5.00000000      -13.0000000       375.996552    
   28.0000000       95.5999908      -5.00000000      -13.0000000       376.396545    
   26.0000000       90.3999939      -5.00000000      -13.0000000       376.796539    
   24.0000000       85.1999969      -5.00000000      -13.0000000       377.196533    
   22.0000000       80.0000000      -5.00000000      -13.0000000       377.596527    
   20.0000000       74.8000031      -5.00000000      -13.0000000       377.996521    
   18.0000000       69.6000061      -5.00000000      -13.0000000       378.396515    
   16.0000000       64.4000092      -5.00000000      -13.0000000       378.796509    
   14.0000000       59.2000084      -5.00000000      -13.0000000       379.196503    
   12.0000000       54.0000076      -5.00000000      -13.0000000       379.596497    
   10.0000000       48.8000069      -5.00000000      -13.0000000       379.996490    
   8.00000000       43.6000061      -5.00000000      -13.0000000       380.396484    
   6.00000000       38.4000053      -5.00000000      -13.0000000       380.796478    
   4.00000000       33.2000046      -5.00000000      -13.0000000       381.196472    
   2.00000000       28.0000038      -5.00000000      -13.0000000       381.596466    
   0.00000000       22.8000031      -5.00000000      -13.0000000       381.996460    
  -2.00000000       17.6000023      -5.00000000      -13.0000000       382.396454    
  -4.00000000       12.4000015      -5.00000000      -13.0000000       382.796448    
  -6.00000000       7.20000124      -5.00000000      -13.0000000       383.196442    
  -8.00000000       2.00000095      -5.00000000      -13.0000000       383.596436    
  -10.0000000      -3.19999933      -5.00000000      -13.0000000       383.996429    
  -12.0000000      -8.39999962      -5.00000000      -13.0000000       384.396423    
  -14.0000000      -13.6000004      -5.00000000      -13.0000000       384.796417    
  -16.0000000      -18.8000011      -5.00000000      -13.0000000       385.196411    
  -18.0000000      -24.0000019      -5.00000000      -13.0000000       385.596405    
  -20.0000000      -29.2000027      -5.00000000      -13.0000000       385.996399    
  -22.0000000      -34.4000015      -5.00000000      -13.0000000       386.396393    
  -24.0000000      -39.6000023      -5.00000000      -13.0000000       386.796387    
  -26.0000000      -44.8000031      -5.00000000      -13.0000000       387.196381    
  -28.0000000      -50.0000038      -5.00000000      -13.0000000       387.596375    
  -30.0000000      -55.2000046      -5.00000000      -13.0000000       387.996368    
  -32.0000000      -60.4000053      -5.00000000      -13.0000000       388.396362    
  -34.0000000      -65.6000061      -5.00000000      -13.0000000       388.796356    
  -36.0000000      -70.8000031      -5.00000000      -13.0000000       389.196350    
  -38.0000000      -76.0000000      -5.00000000      -13.0000000       389.596344    
  -40.0000000      -81.1999969      -5.00000000      -13.0000000       389.996338    
  -42.0000000      -86.3999939      -5.00000000      -13.0000000       390.396332    
  -44.0000000      -91.5999908      -5.00000000      -13.0000000       390.796326    
  -46.0000000      -96.7999878      -5.00000000      -13.0000000       391.196320    
  -48.0000000      -101.999985      -5.00000000       13.0000000       391.596313    
  -50.0000000      -96.7999878      -5.00000000       13.0000000       391.996307    
  -52.0000000      -91.5999908      -5.00000000       13.0000000       392.396301    
  -54.0000000      -86.3999939      -5.00000000       13.0000000       392.796295    
  -56.0000000      -81.1999969      -5.00000000       13.0000000       393.196289    
  -58.0000000      -76.0000000      -5.00000000       13.0000000       393.596283    
  -60.0000000      -70.8000031      -5.00000000       13.0000000       393.996277    
  -62.0000000      -65.6000061      -5.00000000       13.0000000       394.396271    
  -64.0000000      -60.4000053      -5.00000000       13.0000000       394.796265    
  -66.0000000      -55.2000046      -5.00000000       13.0000000       395.196259    
  -68.0000000      -50.0000038      -5.00000000       13.0000000       395.596252    
  -70.0000000      -44.8000031      -5.00000000       13.0000000       395.996246    
  -72.0000000      -39.6000023      -5.00000000       13.0000000       396.396240    
  -74.0000000      -34.4000015      -5.00000000       13.0000000       396.796234    
  -76.0000000      -29.2000008      -5.00000000       13.0000000       397.196228    
  -78.0000000      -24.0000000      -5.00000000       13.0000000       397.596222    
  -80.0000000      -18.7999992      -5.00000000       13.0000000       397.996216    
  -82.0000000      -13.5999985      -5.00000000       13.0000000       398.396210    
  -84.0000000      -8.39999771      -5.00000000       13.0000000       398.796204    
  -86.0000000      -3.19999743      -5.00000000       13.0000000       399.196198    
  -88.0000000       2.00000286      -5.00000000       13.0000000       399.596191    
  -90.0000000       7.20000315      -5.00000000       13.0000000       399.996185    
  -92.0000000       12.4000034      -5.00000000       13.0000000       400.396179    
